customer_rk
15850172
31705362
13850174
48400981
116259831
14232573
94300303
48902973
36927324
15882501
38011983
13838584
14898002
39006131
67940153
11571594
16130374
46640914
28910464
97262532
93656623
16352672
17422571
31885274
28846892
22145954
72519273
14264933
14507854
23423173
110107192
15275373
29489103
15497674
105878622
22288351
37365643
73310074
44418992
18190873
55255931
55728274
64535393
111985591
33514841
120537114
95416062
14936314
15824491
11549434
76924232
105774453
15657764
15562823
27621333
25199602
44052191
102742702
16280843
17496183
15696321
118252934
81425281
47224191
101944901
15208621
122681672
130114151
36949481
34999583
52455321
37923713
65767922
16596493
27892883
60412822
106430433
102724892
28202632
50412971
69669822
53688901
60792453
16381973
14095893
31158752
68091374
14787553
40953122
47814782
62639574
21337913
13990483
25958814
58265823
55318351
11962484
17244642
24219094
70319981
107186382
89436571
37890063
35278442
25809622
22730663
93401454
121150073
11413392
127826982
14894371
14911263
130544584
11948261
46214491
16012181
62605891
120551741
36854122
53610373
43807261
64361481
15510191
15270391
15252732
14894162
125457053
71951574
120328943
36212132
86005582
118908242
76060473
16779224
15258061
15003154
45317912
102842772
124359721
34406602
33782113
36122841
63988912
16166643
14167094
69874084
106438014
81538363
44490464
127799184
123542314
96290124
14829174
36054172
35686232
93458661
46201851
30553351
12066493
39012782
118927081
15898923
29347244
14640391
19613854
58369151
15332681
33087124
45202611
72037312
120302391
19011661
43671292
127763331
31330892
38009012
27889752
65475222
96745631
14349842
133166011
21763873
115188902
17328962
27861023
16054482
102697142
11630622
15821662
56587024
15901551
32424101
26263842
12324903
44076822
116120862
23564082
44894732
11552841
11694131
12382551
79086803
74565921
60904403
137382252
16487974
20189862
24876623
24120853
19251443
25697621
16210332
16040652
11950172
30809783
11610362
20443541
14981342
17799162
81751961
129653283
13877634
17738531
40930153
89007501
12070994
37070082
16751722
14928674
48666491
56389282
15452022
38789761
46428932
49259684
63005341
37358822
15057612
14081982
62072484
14203483
25110301
94442561
14582904
33193522
61079934
131705452
27573853
38627034
15815313
14904121
42568211
16804381
93315272
38532483
112817913
15345683
28906884
20365002
45087361
44387634
15424703
42404342
83251674
61307634
11923482
107277831
26016131
51424832
11649903
14544343
14360222
19468583
40715161
18963152
16381441
14932604
19331034
43329751
100724901
123660924
80627824
14509853
115696331
35680892
25046762
14511512
52394964
14256261
15891152
18407564
37357691
99680512
14933041
45802381
12663332
16492801
44235621
15734411
16455912
46017313
15874413
59882912
57808443
16386014
49049703
105379804
19080982
105502463
127459092
54336954
41298943
22828224
46017174
66238522
128686633
14139392
14409423
16824041
38976993
56159973
53799171
53551742
19189253
25044082
34808901
16785322
16419612
98991812
16372734
15210321
42547364
105689314
13803594
29998931
30995724
15320051
21379234
22501751
39476901
59357841
50678911
51089742
34505814
39595454
70873514
38008991
77047612
123189264
45043413
73253641
136116354
64441111
12190254
15150753
12802841
16384642
19192872
106690983
11589401
14317172
51849951
44192321
105572182
58219331
42043142
16017752
16932281
93950332
38802341
39797853
49636381
15260741
35192612
14984553
65599484
11616233
16151101
16162071
16481943
44626491
14033963
95567082
50457413
17976951
47548202
16308253
55208902
139544062
29019211
113298812
12341642
14671984
30166042
39699751
72447382
20332782
16189533
15684502
133869923
25555723
17468251
19900253
19848942
44505852
34039892
15720482
88049183
17442121
120058473
13515201
27375181
14859172
14124463
52745451
65585114
18338591
75454012
56181302
96874211
24243202
16672351
60572313
60700862
94462961
15736191
27004724
43606644
55556211
15331444
18109993
59175441
13891233
14952233
131044082
12189432
14719133
16432711
14608924
13642501
21118153
65065711
21110743
16642643
33415984
68349073
119520033
16139273
14992643
65803511
28914952
61761014
25487781
72178102
54831044
14788223
42112081
82524142
