customer_rk,gender
14645022,M
112238884,M
24215522,M
13507114,M
79678313,M
19709073,M
46214431,M
59625832,M
88349583,M
107074034,M
36211143,M
21129171,M
106887812,M
44138812,M
14022324,M
55420552,M
116453264,M
81043633,M
24213761,M
24986161,M
55501082,M
23287381,M
78015941,M
33760164,M
59018083,M
136028922,M
77280431,M
55776131,M
24588411,M
36058272,M
73591811,M
91334271,M
45816654,M
101219074,M
35640063,M
26053983,M
87863162,M
37351322,M
126528022,M
45049354,M
57217604,M
49125334,M
140342822,M
23411672,M
31402363,M
58736453,M
13228092,M
18924273,M
59289151,M
49115311,M
58641271,M
103365433,M
14876681,M
16652644,M
19055224,M
101963492,M
71725273,M
12051052,M
100659684,M
87117131,M
28290241,M
51141131,M
33774981,M
18532551,M
87788284,M
17842874,M
43600022,M
23837342,M
97748532,M
29127461,M
116484063,M
23121322,M
56073071,M
68791813,M
84191534,M
39463111,M
30560081,M
31118634,M
33156122,M
33695244,M
25471551,M
23702251,M
25342683,M
42955471,M
84125901,M
16489222,M
18940892,M
86559244,M
40368341,M
49273651,M
80506473,M
90316971,M
64541141,M
103000664,M
16898211,M
30770712,M
68547042,M
38766563,M
129948554,M
51876184,M
115036772,M
34877452,M
116429991,M
58931151,M
13462471,M
66873694,M
59852552,M
27231563,M
59257352,M
71292992,M
124742854,M
18784534,M
41213113,M
37916012,M
53930681,M
36383064,M
32703302,M
69350802,M
86833482,M
105945391,M
82360664,M
16572001,M
11784003,M
71729594,M
31502781,M
118828423,M
46957084,M
95565314,M
91576371,M
106726003,M
113897863,M
42664371,M
68862063,M
51307331,M
25599794,M
48984024,M
98585582,M
128286124,M
21248921,M
89133594,M
34840262,M
130213691,M
15322621,M
46083683,M
24170401,M
81240943,M
91626674,M
116937144,M
33769023,M
25735882,M
120889731,M
41552671,M
34136721,M
96098534,M
111539151,M
39592022,M
14557944,M
104224894,M
91186681,M
35700032,M
60902901,M
26431044,M
64256912,M
36327021,M
13124623,M
27834461,M
30839374,M
20616563,M
81622391,M
93654043,M
29927331,M
60882352,M
45667033,M
90216411,M
33053351,M
63979621,M
113156943,M
131037812,M
16503844,M
24072642,M
40360611,M
12972401,M
13338131,M
65651212,M
78848631,M
30174251,M
21312232,M
45595414,M
50993131,M
41403253,M
48959983,M
80914804,M
27808053,M
54650161,M
131159564,M
129317311,M
97870751,M
59968791,M
117741921,M
104140932,M
12505871,M
107215404,M
14885651,M
56243562,M
13495651,M
97819262,M
119678463,M
15071502,M
52985622,M
18686692,M
78310251,M
44971171,M
78450602,M
40956864,M
14461983,M
64181864,M
13564784,M
74101064,M
49037002,M
91039802,M
51896803,M
14719551,M
20356011,M
12041802,M
13920092,M
31231573,M
15939014,M
23427214,M
31793644,M
16783492,M
55122303,M
129996051,M
13630952,M
49565152,M
56193812,M
56547611,M
129553322,M
104314432,M
57961593,M
78891433,M
44838863,M
84330034,M
31468694,M
47896032,M
57113073,M
15607091,M
114086333,M
46929894,M
25333723,M
48401261,M
40226271,M
121882363,M
36051023,M
87705361,M
47698644,M
54360752,M
15630403,M
26245892,M
25400183,M
17645492,M
35515801,M
106837592,M
42287293,M
68407091,M
17460263,M
22322282,M
32661181,M
34718233,M
61374034,M
65881244,M
129189132,M
34582821,M
51477651,M
107943183,M
41827214,M
15631854,M
57895752,M
71725323,M
12180303,M
133425101,M
21924771,M
43321651,M
31400082,M
67357451,M
14574714,M
58959873,M
94441854,M
130325684,M
57939903,M
128926011,M
107277503,M
91183192,M
36524492,M
57055803,M
115470882,M
16224732,M
27738043,M
34644272,M
82345554,M
104958194,M
22352893,M
83867714,M
20706761,M
26944523,M
80966364,M
128292884,M
65522143,M
98912581,M
29203462,M
83380962,M
58877072,M
110254644,M
57593194,M
15066372,M
17684851,M
12252461,M
93953873,M
40061053,M
31884984,M
53343713,M
69536072,M
124954852,M
19902182,M
120225162,M
39076134,M
38950644,M
43668201,M
15739653,M
39705862,M
69280153,M
82425773,M
21674732,M
58015012,M
96764463,M
74471341,M
45929733,M
83951681,M
54196931,M
11619082,M
49555972,M
16628052,M
93324043,M
14547621,M
38445083,M
24077903,M
15693191,M
117348994,M
58474622,M
26696593,M
71429423,M
43852052,M
79114043,M
106349884,M
63184374,M
24548861,M
85563212,M
104871334,M
49004673,M
106624223,M
59034203,M
104808824,M
84332234,M
117908972,M
113905623,M
95853513,M
136200682,M
76830924,M
68068554,M
122495932,M
94159844,M
126682651,M
32681644,M
34986482,M
97394163,M
54299552,M
17663203,M
13338561,M
50835442,M
17331013,M
31464483,M
27246582,M
12830974,M
30325632,M
65657543,M
30138513,M
98311453,M
17394974,M
21668514,M
65692973,M
35636444,M
73672693,M
67504031,M
106917902,M
44316322,M
104454904,M
106576684,M
12806121,M
100722291,M
106361743,M
106619724,M
16953673,M
48855463,M
16531174,M
61886302,M
15665274,M
26690041,M
57666542,M
48860101,M
13219091,M
41735264,M
22419043,M
31094861,M
36787402,M
131420332,M
14299861,M
42187191,M
53163933,M
95399663,M
77719993,M
72037804,M
121838901,M
21918991,M
13935572,M
43670211,M
56022473,M
40816823,M
53586412,M
53386174,M
38729623,M
45230754,M
84529492,M
57738772,M
29438931,M
99451834,M
14597694,M
42711713,M
35964673,M
15705773,M
35938583,M
45830984,M
65049093,M
70788334,M
123958961,M
14883814,M
58861432,M
24210404,M
93957753,M
33428421,M
114045391,M
87312143,M
14149994,M
129840671,M
53303743,M
90316092,M
131750223,M
43878774,M
31975743,M
52966034,M
103998573,M
65086482,M
12821611,M
13438823,M
62467294,M
56364322,M
36177143,M
129515882,M
31345002,M
12491982,M
36978622,M
90265593,M
81377291,M
100671271,M
62474301,M
22111992,M
118183931,M
29812101,M
55287101,M
55117423,M
43912214,M
73511544,M
126223142,M
38382043,M
126240101,M
69431864,M
91600453,M
102668312,M
112217814,M
12857781,M
118263093,M
19596472,M
93457483,M
126503092,M
26956814,M
16041703,M
87049724,M
55643002,M
88505514,M
136201553,M
121832302,M
22597604,M
12288252,M
56151261,M
57715283,M
23496382,M
19452013,M
40512434,M
12216584,M
26077814,M
36894403,M
92938663,M
61173132,M
57233624,M
37591561,M
37976451,M
46132793,M
46057282,M
92262764,M
36130303,M
97857603,M
129000343,M
44247944,M
86860392,M
41338643,M
23517132,M
58994623,M
76684512,M
63606161,M
94843122,M
58402593,M
58895714,M
45999641,M
28832643,M
46009972,M
130960903,M
21979813,M
54917073,M
106918052,M
104238221,M
84761854,M
21604843,M
90207134,M
39780383,M
105384003,M
65798263,M
25136441,M
106165032,M
44841713,M
72137321,M
17272664,M
63733652,M
72514633,M
25840514,M
20766813,M
138709312,M
106838474,M
45909774,M
90912654,M
67028433,M
31725522,M
66429351,M
24234784,M
49263743,M
11895742,M
60328442,M
28446321,M
106514822,M
13383002,M
31883784,M
104786293,M
92248904,M
102911101,M
61669834,M
17669642,M
99344633,M
26557962,M
127746464,M
118126891,M
76280243,M
34857714,M
33119731,M
61168104,M
17522481,M
21724781,M
64730091,M
121110421,M
18948003,M
114034912,M
31000913,M
11918313,M
15830194,M
50886234,M
119521552,M
33102261,M
96328764,M
83994904,M
24536813,M
64105384,M
38558284,M
55283763,M
15526421,M
12627412,M
12934274,M
125474082,M
21671891,M
24820124,M
12473694,M
90653931,M
93834421,M
84244672,M
38749662,M
21534004,M
107405521,M
21057152,M
23066613,M
28346213,M
119126022,M
85704622,M
40526362,M
17399261,M
62072724,M
32719853,M
105361923,M
103229582,M
14557781,M
19613863,M
23675844,M
26466793,M
29795873,M
16910652,M
87660554,M
84605761,M
41212774,M
50734542,M
84330431,M
104310464,M
117891051,M
49521323,M
112992282,M
32923524,M
18092501,M
95399261,M
73311093,M
56467684,M
42114921,M
98629432,M
37787474,M
121582492,M
27707702,M
42566742,M
66450153,M
120655893,M
116817844,M
45080051,M
73203664,M
67182214,M
47532033,M
107144982,M
22480724,M
14011964,M
67184102,M
73710372,M
14139541,M
13777891,M
63573972,M
107002132,M
57876014,M
48354504,M
16582192,M
13350024,M
97874242,M
61657774,M
16155794,M
14957911,M
36000343,M
115921711,M
93335781,M
44798703,M
123981092,M
86825743,M
44721901,M
46335464,M
65571954,M
19598604,M
132731443,M
11918804,M
22110783,M
36357793,M
82920934,M
19418112,M
38656853,M
104725341,M
59698362,M
94431732,M
73798533,M
49751071,M
124301602,M
105048912,M
52601354,M
22662433,M
43142773,M
27405423,M
21389352,M
105843943,M
28381852,M
129149923,M
119445272,M
28296952,M
20873274,M
26742624,M
28702362,M
99522982,M
37122742,M
105468612,M
80638824,M
55259423,M
51690802,M
23255134,M
24062902,M
53033002,M
122454114,M
131156961,M
14764923,M
75898914,M
85418344,M
130295731,M
105237773,M
56012384,M
36776124,M
13892814,M
118730224,M
125844673,M
92241411,M
21062913,M
65108431,M
76013063,M
42177263,M
37375802,M
43135272,M
60622753,M
84092104,M
47250124,M
84070803,M
66557891,M
21271993,M
56081914,M
48442011,M
51612601,M
103256624,M
50761502,M
17212563,M
34122894,M
53145263,M
32332863,M
60966421,M
36142013,M
15597173,M
36981823,M
84879952,M
17147584,M
33123274,M
47030534,M
79459861,M
12490822,M
118975234,M
56107873,M
50617564,M
15010831,M
72201424,M
33905834,M
91487584,M
31916762,M
107406962,M
40141252,M
74710793,M
13508243,M
17518883,M
85701812,M
49116661,M
26192011,M
27844382,M
118948723,M
131411802,M
38387263,M
34876814,M
112239083,M
61663553,M
45125024,M
107352042,M
24397341,M
65022073,M
75861952,M
14214854,M
15760912,M
71868761,M
63727361,M
16024292,M
133068043,M
92267213,M
63766563,M
47596152,M
137122244,M
12908292,M
122915394,M
94784192,M
19621003,M
83958432,M
93167042,M
87230941,M
12932471,M
17431512,M
17933903,M
130087922,M
71198914,M
21017541,M
11571222,M
24611511,M
38001092,M
53768114,M
39661983,M
68396474,M
33444803,M
90257134,M
30043354,M
25418594,M
43254394,M
12857674,M
57618063,M
78568863,M
51133302,M
31335811,M
74096204,M
17303793,M
96319781,M
37816394,M
21095024,M
45634381,M
89941162,M
117983341,M
124113692,M
15896973,M
93741394,M
17109473,M
56986422,M
127915381,M
15218441,M
11871914,M
120308753,M
84201733,M
32318104,M
18938891,M
38769553,M
47624331,M
125531611,M
54717361,M
37295883,M
95282293,M
72362131,M
42579884,M
52000483,M
24033201,M
20739904,M
117024364,M
57928493,M
23380372,M
26663462,M
13310311,M
118838314,M
15602193,M
58842781,M
122502204,M
23965571,M
90359671,M
121390353,M
104785572,M
16713102,M
34643174,M
15336893,M
34253233,M
91653484,M
63384381,M
14230381,M
79675423,M
56030764,M
16690414,M
12558251,M
55253212,M
20341613,M
13467832,M
130425373,M
106624004,M
94340364,M
116129972,M
19198724,M
36277523,M
61264644,M
15174454,M
92335522,M
59619923,M
86172433,M
85051871,M
98727781,M
95102941,M
60599082,M
56233314,M
29206534,M
83745853,M
42377051,M
120316722,M
39667341,M
105831652,M
17671921,M
93612613,M
113912943,M
12602272,M
41778183,M
17943271,M
23033423,M
21852683,M
126371594,M
55742274,M
73360734,M
60735204,M
34245164,M
56317892,M
97008871,M
18405573,M
60222404,M
28705952,M
56112433,M
60146324,M
54796052,M
74630933,M
65511923,M
56056574,M
79655873,M
105828981,M
45758654,M
52458332,M
22961501,M
70273333,M
105387114,M
75031854,M
33678123,M
106301792,M
13274223,M
116435842,M
55634691,M
82591284,M
16410692,M
56439923,M
121476041,M
33866802,M
126933991,M
36058432,M
35084563,M
50092663,M
96302892,M
38060824,M
17030502,M
17385371,M
13415482,M
29899962,M
12885733,M
106648694,M
22157331,M
74045731,M
32499451,M
54659423,M
25046701,M
33185222,M
38350893,M
48519882,M
43830084,M
41161794,M
91316052,M
31929703,M
13723121,M
73306211,M
23379233,M
64360293,M
51483332,M
20688364,M
57945684,M
84341602,M
87592694,M
119626681,M
89914941,M
52685324,M
37897683,M
27594341,M
124441331,M
133058202,M
13730531,M
21368814,M
121979614,M
75958973,M
11902991,M
107454833,M
52393723,M
17675864,M
97569601,M
31474923,M
91896062,M
32698123,M
20023881,M
72663762,M
56341573,M
21466504,M
85439234,M
54064764,M
43664744,M
127983202,M
58978672,M
47501491,M
13158163,M
129512351,M
79021494,M
28974832,M
50992802,M
25356754,M
116944894,M
72746662,M
68411132,M
57838882,M
12833414,M
116864494,M
103042343,M
13307541,M
34709072,M
27147931,M
31865514,M
19345134,M
122528341,M
32791122,M
66041162,M
16810052,M
57627211,M
17209902,M
64392312,M
97743793,M
120650331,M
32704914,M
42963611,M
96567043,M
71503954,M
77105181,M
12359193,M
119937413,M
12500683,M
119202333,M
56458452,M
28778303,M
105697284,M
121112084,M
124952141,M
92309201,M
35742734,M
94949082,M
18138842,M
49942494,M
12791993,M
19733141,M
47377532,M
16036702,M
120743324,M
37091544,M
11852462,M
48060964,M
20277013,M
118211724,M
18440242,M
53407193,M
60635874,M
24880571,M
88198753,M
59754184,M
37929842,M
70568843,M
85170653,M
20230351,M
105883523,M
102042572,M
124690424,M
79710391,M
22118903,M
35429044,M
39782621,M
78371492,M
17963134,M
106659164,M
119277822,M
81231371,M
43101912,M
40403574,M
46079122,M
60523672,M
56372302,M
63021782,M
56850831,M
17280613,M
32029292,M
44322874,M
89262953,M
37367303,M
69700414,M
31499162,M
56839811,M
55213783,M
99399414,M
16542891,M
16806162,M
72217542,M
29646433,M
79873294,M
35559562,M
22727883,M
105927921,M
78454131,M
119231932,M
24113792,M
126446082,M
44670133,M
91017742,M
136211124,M
24857663,M
37556443,M
15953771,M
43984364,M
108951713,M
36321922,M
91690134,M
26770371,M
38774572,M
21241064,M
36654094,M
88394584,M
27576443,M
105466214,M
52018212,M
123605581,M
50603854,M
11836413,M
40719023,M
11900224,M
83236754,M
75186202,M
61078183,M
13292063,M
121029294,M
50213792,M
55456982,M
94483553,M
52664654,M
15235814,M
58914151,M
20071311,M
18485672,M
39043563,M
37352911,M
47056531,M
70576261,M
65265702,M
63171323,M
71009774,M
79765334,M
26311854,M
14482962,M
43176611,M
105497341,M
105990904,M
51230234,M
55424391,M
18998564,M
60279971,M
88070604,M
38668684,M
105115463,M
68064073,M
19933921,M
129054524,M
49298884,M
14797342,M
57964993,M
17004532,M
52717063,M
13680222,M
69274113,M
111963551,M
60762204,M
33965864,M
119182121,M
87990944,M
15428514,M
44392773,M
132500921,M
34871161,M
16563151,M
21438993,M
73767141,M
65552483,M
74490622,M
73534992,M
67819642,M
114010773,M
20653352,M
133150392,M
49986453,M
73755853,M
94200694,M
11555064,M
51188432,M
32904011,M
119610191,M
65257764,M
77395474,M
69644974,M
53598811,M
47493001,M
37987352,M
61967634,M
21805982,M
27520661,M
15371732,M
21258161,M
52359324,M
106024544,M
33316113,M
42161473,M
22983612,M
61903514,M
36505182,M
82391894,M
24074282,M
32170792,M
91763623,M
27407771,M
66582704,M
13343833,M
93929151,M
18040941,M
84439474,M
16443632,M
71222011,M
38191721,M
11666472,M
58203944,M
34502604,M
35968672,M
31514074,M
115277364,M
17175052,M
46494381,M
66404433,M
65849674,M
56389762,M
32378671,M
105256312,M
64698653,M
39627134,M
55191732,M
25425313,M
122351381,M
129304024,M
98395122,M
23663663,M
33617522,M
17663314,M
67566461,M
115871332,M
61966351,M
68768923,M
48633124,M
84151842,M
119775912,M
27626521,M
50102871,M
23271754,M
16542564,M
106631733,M
20850374,M
22776322,M
40665144,M
37127962,M
26539244,M
29458491,M
15122842,M
132584833,M
56548311,M
84144863,M
60617072,M
56096882,M
55186092,M
86119163,M
47585242,M
95043883,M
64159491,M
16253271,M
79006771,M
17922671,M
41307622,M
25513591,M
33696322,M
16668141,M
103842553,M
113410114,M
56731562,M
12894993,M
58609302,M
28254772,M
72235193,M
25685603,M
12291223,M
126495571,M
67070783,M
83049542,M
92022243,M
117016374,M
72783181,M
55114534,M
15369163,M
102189031,M
33561402,M
100316391,M
34478762,M
52741551,M
89269444,M
43895191,M
92069503,M
28433533,M
21814292,M
21958273,M
65024471,M
122313572,M
71993614,M
116130624,M
36811352,M
55388403,M
37092614,M
126218354,M
54830913,M
69221301,M
15187144,M
96854403,M
20350013,M
93408064,M
55502782,M
31478881,M
98754503,M
77365792,M
15590171,M
23402012,M
18407281,M
130445894,M
24120291,M
54635641,M
128421512,M
105250951,M
128630861,M
11639584,M
122372751,M
88321994,M
35006392,M
20028271,M
122439821,M
12895501,M
26392282,M
110537772,M
43214682,M
97090693,M
95932034,M
97537924,M
34912201,M
139494941,M
54669743,M
62514414,M
52353464,M
74317912,M
26265601,M
25684794,M
86966741,M
39865171,M
105005844,M
88676293,M
40433594,M
36565921,M
61357714,M
14006643,M
30896484,M
41111551,M
12811024,M
38917873,M
33936951,M
107666403,M
45478443,M
30690764,M
123327154,M
40034544,M
52998012,M
13335691,M
98105951,M
52923002,M
19469891,M
74493771,M
96354461,M
72638622,M
81947811,M
87456954,M
33354701,M
127225084,M
48024284,M
30530282,M
40715933,M
35139264,M
14265213,M
33181221,M
24034121,M
83057601,M
19464611,M
114075363,M
59114881,M
52402254,M
116433414,M
92153991,M
111569583,M
19337724,M
53939521,M
83122883,M
105174281,M
40049742,M
36433763,M
15829614,M
122958822,M
121942171,M
16983963,M
126277521,M
19067173,M
34244723,M
47931782,M
62603913,M
68781083,M
133288964,M
39758173,M
37139312,M
86034031,M
42032703,M
117641654,M
93818591,M
16994211,M
71221082,M
67619294,M
41381883,M
80922992,M
40591391,M
47255701,M
49467054,M
16504613,M
44307342,M
39542241,M
50067564,M
106777552,M
90135032,M
95861354,M
94812343,M
58293543,M
48121274,M
47363304,M
126358302,M
61508904,M
36438534,M
70300861,M
54376571,M
