customer_rk,gender
21716245,F
113804887,F
40984548,F
126876006,F
19722957,F
86160937,F
20987926,F
43617685,F
30426058,F
86447088,F
58543648,F
54036278,F
43219487,F
31540496,F
47533956,F
37239915,F
25360115,F
68257366,F
54183108,F
123975348,F
46779326,F
50381908,F
47601588,F
59693495,F
24656737,F
50612178,F
39924077,F
31912117,F
35567637,F
35157906,F
13328847,F
42419368,F
12423236,F
125841248,F
48801886,F
31803206,F
43602835,F
86706417,F
34639487,F
53727058,F
119967127,F
59186188,F
116266657,F
52997995,F
34901118,F
12260235,F
57771148,F
46432557,F
21062858,F
31622938,F
53495047,F
34857726,F
18589086,F
60210527,F
84786798,F
27866336,F
21890428,F
36462398,F
62746835,F
35563376,F
35150128,F
41828155,F
58632015,F
32298388,F
107353716,F
33215886,F
38772327,F
13211456,F
11635756,F
13906267,F
30022497,F
13573435,F
103426305,F
18136755,F
18917567,F
57273855,F
13123586,F
74093217,F
60556326,F
33478708,F
23375278,F
40988898,F
19721166,F
128324066,F
25641747,F
14104107,F
31076566,F
44392348,F
62654896,F
11849937,F
128684058,F
42990968,F
18695178,F
38595485,F
54649295,F
17115615,F
46536005,F
82351878,F
33381216,F
41850788,F
33251645,F
39569136,F
42850728,F
67863875,F
27514595,F
121447596,F
58253697,F
62358547,F
26380197,F
13966975,F
33678767,F
32152076,F
37769415,F
16105987,F
131425528,F
19639698,F
42682615,F
39615955,F
39592415,F
63469396,F
18284917,F
70491817,F
26975528,F
48785837,F
30166948,F
68466756,F
57107227,F
40615778,F
38379266,F
51603365,F
40448408,F
35834616,F
80122316,F
59613455,F
68285416,F
52466467,F
11795857,F
54743416,F
56517385,F
22052988,F
86860408,F
51939428,F
16920266,F
45735436,F
58418927,F
81864056,F
52266768,F
115452628,F
26454156,F
15252755,F
55150477,F
34045075,F
49611395,F
46432506,F
29670027,F
36619928,F
91406127,F
40851315,F
60013207,F
79978507,F
31119247,F
35937395,F
72301657,F
99106806,F
30117516,F
25064476,F
28165825,F
48135827,F
130907448,F
37589365,F
91481437,F
20331747,F
69526787,F
50624717,F
33934845,F
123675057,F
52567166,F
56229878,F
79358597,F
40355217,F
29447438,F
23772138,F
44366958,F
36854597,F
86465146,F
58424016,F
21388617,F
63799935,F
119963155,F
32404856,F
23587426,F
34656315,F
119001475,F
103249865,F
13344016,F
29439048,F
17610716,F
45225008,F
37622805,F
40199188,F
34039998,F
23755228,F
77016908,F
50483527,F
56669018,F
65407228,F
119460857,F
21800428,F
87103136,F
32542648,F
49836797,F
46586247,F
21584388,F
52665918,F
30978565,F
44939048,F
16940185,F
35963838,F
33784868,F
22997898,F
24359177,F
32906755,F
87091785,F
108085416,F
56687496,F
52287097,F
25966515,F
107219317,F
32286065,F
27193467,F
19927775,F
35696298,F
44842658,F
14511778,F
14628325,F
32308415,F
86185737,F
36135128,F
82270138,F
34536725,F
79826597,F
83157887,F
25368465,F
12073086,F
43192787,F
22981137,F
79070567,F
75939907,F
60140825,F
70651808,F
39975728,F
18410916,F
45873097,F
13903978,F
35454238,F
55347948,F
38781228,F
24151505,F
56568576,F
51854126,F
63564817,F
25856298,F
94307556,F
93510315,F
26621608,F
44793948,F
48560715,F
48022686,F
86469577,F
46942038,F
20621055,F
12470006,F
39439298,F
19395266,F
55881846,F
13864278,F
41839297,F
44372647,F
61933557,F
96971568,F
31032748,F
12186105,F
90168087,F
27727116,F
25830865,F
36835787,F
60425846,F
67509406,F
31495415,F
13599906,F
23911058,F
85462706,F
18022527,F
98329148,F
77036067,F
15257906,F
125444547,F
87028005,F
32528307,F
66985836,F
62811777,F
44255265,F
38477416,F
61263585,F
45831278,F
74755825,F
52105916,F
58785807,F
55687635,F
71294575,F
87415168,F
69206308,F
31315346,F
125087875,F
59825066,F
13485337,F
60668926,F
13233486,F
86428607,F
134010516,F
25180076,F
11919378,F
36907518,F
115771896,F
15212656,F
43344558,F
14258526,F
90828456,F
34254586,F
75361626,F
20417917,F
16569435,F
17157297,F
58640417,F
27269058,F
43562706,F
38083735,F
84625806,F
88702048,F
91540676,F
13526007,F
35750577,F
33142587,F
85831687,F
105025797,F
33078336,F
94777147,F
87355996,F
105689856,F
88894157,F
119076548,F
82191536,F
111134757,F
22778315,F
31720317,F
64031617,F
37775786,F
42061156,F
39120985,F
30741208,F
38139196,F
51252556,F
14326778,F
57277037,F
32488398,F
114341335,F
31689835,F
55590238,F
89906868,F
35946507,F
52093168,F
14662076,F
36915128,F
118852916,F
13519306,F
62521877,F
104627768,F
76363245,F
62581876,F
50020057,F
34154306,F
27454768,F
84557737,F
33033706,F
121640828,F
61865695,F
48115208,F
70846587,F
52494425,F
44438167,F
90835125,F
31346867,F
17917815,F
55800098,F
47927425,F
37606476,F
34403526,F
118761108,F
15356507,F
12615506,F
32179115,F
33568877,F
111979115,F
118661556,F
55402816,F
34056256,F
119780558,F
25062835,F
81416155,F
130674645,F
41964555,F
13301316,F
38548148,F
66808698,F
14194766,F
21264878,F
18915526,F
35180346,F
82152225,F
79363318,F
85255515,F
47878018,F
13658318,F
15178617,F
91167645,F
86910328,F
58950187,F
26431045,F
43797827,F
67898478,F
105087676,F
96590848,F
76987986,F
52681837,F
17767946,F
36380468,F
88109268,F
13864596,F
70435236,F
33155286,F
40853098,F
16411118,F
54202227,F
45293547,F
75877285,F
38477967,F
35927855,F
27223255,F
63705806,F
73375706,F
65906305,F
23879456,F
52404467,F
33310105,F
34780626,F
32069657,F
31828318,F
69107936,F
12084077,F
37412558,F
114808758,F
67736865,F
31499706,F
50632776,F
16970358,F
23303847,F
47833777,F
36315468,F
22541976,F
48335928,F
23661138,F
63338285,F
46887436,F
70612996,F
24361246,F
118894937,F
13438568,F
34272087,F
62687388,F
18163716,F
46480495,F
124975917,F
38457216,F
44477265,F
19712355,F
41815898,F
26763965,F
38172788,F
36322627,F
83423696,F
119998367,F
34470338,F
25567717,F
69851355,F
101624705,F
42052037,F
31093577,F
11668587,F
39685847,F
36320668,F
22178778,F
20909035,F
14697318,F
45454596,F
12232257,F
40979365,F
72221075,F
36144377,F
66129756,F
25457898,F
55830178,F
127133467,F
58614428,F
124381145,F
17978956,F
40285808,F
120608946,F
31429036,F
84004607,F
46777458,F
88069968,F
31190996,F
36399548,F
65181676,F
84764505,F
94994827,F
69148437,F
75548816,F
45406208,F
122121737,F
37628508,F
31078147,F
33865285,F
67328666,F
65636418,F
56580857,F
14631356,F
19155627,F
94097516,F
61102686,F
23239418,F
38139458,F
30774808,F
43125925,F
41009317,F
12723467,F
33235186,F
34491286,F
22972937,F
40068465,F
46101566,F
29268886,F
34110235,F
112290687,F
16275027,F
99708168,F
52262237,F
18594347,F
69392285,F
31137978,F
20616338,F
54344628,F
44887358,F
70946867,F
108459028,F
26944925,F
12631008,F
44725935,F
62711775,F
62767008,F
15818178,F
12672118,F
36074015,F
36333097,F
49418157,F
57633405,F
29462346,F
29183645,F
94667817,F
20841467,F
75587505,F
41119387,F
127947408,F
38462995,F
92637815,F
35951436,F
14697456,F
25562527,F
34599246,F
40859136,F
19677236,F
34672786,F
31139627,F
44202216,F
44357757,F
15517036,F
27134247,F
81407005,F
86095956,F
41138307,F
21627166,F
16985887,F
17464987,F
90508295,F
35412238,F
73318456,F
34107217,F
52106455,F
51325027,F
91446917,F
62538855,F
50732458,F
38037636,F
52602115,F
40115006,F
35694115,F
63868226,F
24462346,F
41669838,F
35866295,F
44564297,F
48568636,F
27310605,F
50600365,F
62081116,F
53334165,F
111982555,F
86526545,F
84129088,F
42590857,F
33172608,F
119545147,F
15190366,F
13496366,F
51815255,F
14612567,F
29996976,F
37788536,F
14794386,F
53620775,F
60600677,F
34294035,F
64212337,F
83766466,F
31615926,F
86830396,F
15272846,F
44693816,F
59698146,F
44843346,F
61691327,F
46359347,F
98822798,F
58688337,F
39101296,F
14225207,F
39387295,F
61666808,F
32759998,F
36940615,F
47845168,F
88712687,F
58162018,F
40362496,F
39222036,F
105193676,F
107105787,F
93378937,F
53884157,F
42803087,F
30876986,F
75787336,F
15223156,F
46553765,F
56225086,F
41681428,F
52331336,F
48209175,F
45358585,F
17475366,F
68847916,F
44514255,F
41154107,F
42320595,F
32536195,F
105680298,F
57791195,F
106937245,F
27982448,F
58058426,F
70552575,F
124169776,F
25789097,F
43279558,F
18149555,F
69976325,F
25067207,F
36780758,F
85821526,F
116524026,F
14675917,F
54018407,F
50242578,F
14788836,F
76344768,F
39292446,F
37921217,F
46188647,F
23161506,F
13442275,F
89935627,F
39133046,F
41934225,F
15953236,F
34329638,F
35518016,F
71327997,F
31541106,F
76168447,F
100300656,F
104993696,F
24112227,F
95684286,F
16413977,F
38600407,F
11741948,F
31265417,F
36675658,F
82524368,F
51410487,F
43164595,F
51231708,F
37766417,F
34857947,F
20175726,F
125660025,F
19084817,F
61682526,F
31212168,F
130642915,F
77095236,F
41619626,F
52924498,F
48835616,F
73247068,F
26688426,F
28425778,F
111584138,F
34528295,F
62942758,F
120939255,F
39928745,F
12182418,F
58007367,F
36552638,F
111257876,F
41600708,F
33752845,F
13934146,F
127524618,F
16646458,F
13145848,F
40622935,F
89364458,F
14819508,F
38951247,F
98153206,F
39634198,F
42022626,F
121992586,F
37806025,F
44836065,F
83640708,F
67469035,F
76823676,F
19543396,F
51191288,F
45675336,F
67860756,F
13377765,F
25093288,F
136151067,F
65543438,F
26007608,F
38257587,F
58147435,F
86682868,F
39271448,F
32898975,F
16437576,F
52229285,F
47008326,F
116069006,F
35752055,F
67351977,F
39042177,F
47623067,F
23191067,F
80030878,F
96545477,F
35648468,F
40773565,F
