;0_79923_sms_viber_cg;1_79923_sms_viber_cg
total_group_size;115692;28930
supplier_fin;159588.0;0.0
supplier_fin / total_group_size;1.3794212218649518;0.0
total_communications;106392;0
sms_costs;112679.75999999962;0.0
viber_costs;44835.119999999835;0.0
email_costs;0.0;0.0
communication_costs;157514.88000000006;0.0
communication_costs / total_group_size;1.3615019188880826;0.0
communication_costs + points_delta_with_redemption;110970.83700000001;-1503.6209999999946
accrued_points;1959089.0999999999;484277.29999999993
spent_points;2012587.9999999995;486005.60000000003
accrued_exp_points;168918.19999999998;20706.3
spent_exp_points;73641.9;14881.8
points_delta_with_redemption;-46544.04300000005;-1503.6209999999946
exp_points_delta_with_redemption;82890.38100000005;5067.314999999999
num_visits;325569;81899
num_unique_visits;100350;25034
rto_novat;207652486.69999996;52078659.610000044
quantity;3099755.855;775862.5230000002
front_margin_novat;57232298.69999998;14356671.460000003
front_margin_novat_wo_comm;57074783.819999926;14356671.460000003
commercial_front_margin_novat;57278842.742999986;14358175.080999989
ebitda;57121327.86299996;14358175.080999989
supplier_fin_ebitda;57280915.86299995;14358175.080999989
categories_items_num_visits;32469;8029
categories_items_num_unique_visits;24521;6004
categories_items_rto_novat;2677622.1300000013;663752.5800000002
categories_items_quantity;79127.0;19694.0
categories_items_front_margin_novat;685551.9199999999;171514.1
categories_items_front_margin_novat_wo_comm;528037.039999995;171514.1
categories_items_commercial_front_margin_novat;732095.9629999996;173017.721
categories_items_ebitda;574581.0829999995;173017.721
categories_items_supplier_fin_ebitda;734169.0829999993;173017.721
experiment_items_num_visits;4114;947
experiment_items_num_unique_visits;3566;836
experiment_items_rto_novat;507195.1899999997;122112.56999999996
experiment_items_quantity;28058.0;6737.0
experiment_items_front_margin_novat;107412.15000000004;26708.170000000013
experiment_items_front_margin_novat_wo_comm;-50102.72999999964;26708.170000000013
experiment_items_commercial_front_margin_novat;153956.1930000001;28211.791
experiment_items_ebitda;-3558.6870000002823;28211.791
experiment_items_supplier_fin_ebitda;156029.31299999967;28211.791
mean_effect_categories_items_num_unique_visits;0.00429944664907706;
