customer_rk,group
45667432,1
37888957,1
27420578,1
20086045,1
56257424,1
42594754,1
55616932,1
96462513,1
123346931,1
51893328,1
36329419,1
39031997,1
45275392,1
51357562,1
50958491,1
53216684,1
36962101,1
34053111,1
23042270,1
45405718,1
76379038,1
88291494,1
83276340,1
88068762,1
107483721,1
121523465,1
35163450,1
34062592,1
40543607,1
83707702,1
123831040,1
41769814,1
66059278,1
81513602,1
99212899,1
32279104,1
102388687,1
11421230,1
14681787,1
44828282,1
95836226,1
113034548,1
63105761,1
78859152,1
97690823,1
25050643,1
56161526,1
106364098,1
56482222,1
107576935,1
65394687,1
62026159,1
140480522,1
140742769,1
21402098,1
49510887,1
57742351,1
80351658,1
104372319,1
130358932,1
16180101,1
25102816,1
62424987,1
61801343,1
102190942,1
58679067,1
107111157,1
80768554,1
125507700,1
36836212,1
38101362,1
34487929,1
86939771,1
79574564,1
65927655,1
19073939,1
22649108,1
43172996,1
72221091,1
114579950,1
124825948,1
45422896,1
37185378,1
100543082,1
69189849,1
88622523,1
30734998,1
25852281,1
33111359,1
42682844,1
45603099,1
16300832,1
24943024,1
41985701,1
63985563,1
88986651,1
131007828,1
20510108,1
43796534,1
60791292,1
23516486,1
39073760,1
44235805,1
59388323,1
61939697,1
119183727,1
104957287,1
20431862,1
18502272,1
127653573,1
107843725,1
130891902,1
112437832,1
116052562,1
89544947,1
13786792,1
15449160,1
34640511,1
62774154,1
107615111,1
11886781,1
44681385,1
51899438,1
71217218,1
106444923,1
20258357,1
29917523,1
40443909,1
44293742,1
42683728,1
52415174,1
93819196,1
34584740,1
28504224,1
112409423,1
93312093,1
99374583,1
127156183,1
13619559,1
88790768,1
21880802,1
25904913,1
51685185,1
36791920,1
49878467,1
90254265,1
68829965,1
38271254,1
45385214,1
53555049,1
93330146,1
61341005,1
91933544,1
114659103,1
26014985,1
112984321,1
98944748,1
82897456,1
77296932,1
29413336,1
83009987,1
64467664,1
55946970,1
77792690,1
121412993,1
29280798,1
37760380,1
127596165,1
95577711,1
73251750,1
120660238,1
32058830,1
20888201,1
35143860,1
52896855,1
46131410,1
49683503,1
33099609,1
39856407,1
43198868,1
123016614,1
55050667,1
114717556,1
125118725,1
22559253,1
42172312,1
43331751,1
43339680,1
56895528,1
48742973,1
27698994,1
17051616,1
21956879,1
21348863,1
36802924,1
44705264,1
52461860,1
92888600,1
62340779,1
41011152,1
52282163,1
32478179,1
31924237,1
39379892,1
53045568,1
113205947,1
13271381,1
84019812,1
87743927,1
83333803,1
126884142,1
14304376,1
37991694,1
46162790,1
62049193,1
18379244,1
24851634,1
38367569,1
18009994,1
28957339,1
60353055,1
127083345,1
116124138,1
76690357,1
113044253,1
136193198,1
33253305,1
49821752,1
35281910,1
114392740,1
18454016,1
121416973,1
104552419,1
32323774,1
32398054,1
44562355,1
97539881,1
126749285,1
15001778,1
18938246,1
48751545,1
130859332,1
120116456,1
36023865,1
131085802,1
17410236,1
17401859,1
21360690,1
90856417,1
46432779,1
91721213,1
54450748,1
65057936,1
12035264,1
14735635,1
24397783,1
51680812,1
50188813,1
13062598,1
70626882,1
49297146,1
37887349,1
28358795,1
29639818,1
74071630,1
64573740,1
20014470,1
23567037,1
30776086,1
73473907,1
20131109,1
100468696,1
58196049,1
77842105,1
110743611,1
126147333,1
13659544,1
68717392,1
106196873,1
14165041,1
97925585,1
116542175,1
102413065,1
27361586,1
44260577,1
43162583,1
75613002,1
133651184,1
14260510,1
33536318,1
26330606,1
33410572,1
120324757,1
98209418,1
47980947,1
64035529,1
98567644,1
43395595,1
77895158,1
53169961,1
77437208,1
106801748,1
112496925,1
11914082,1
58340808,1
38064684,1
38945715,1
44689217,1
56776850,1
37125682,1
31724475,1
106541626,1
112996233,1
71806313,1
79513229,1
115701415,1
117975481,1
58707408,1
62751709,1
37085161,1
42411580,1
89215922,1
77753384,1
90302466,1
12381071,1
12507346,1
33109411,1
105046042,1
64402702,1
15234480,1
15347182,1
23646600,1
48453270,1
94565371,1
111226507,1
12967829,1
19876414,1
44809576,1
48666911,1
51947125,1
67249571,1
11723595,1
16645751,1
26271186,1
37220166,1
103760810,1
24692223,1
59309527,1
94258449,1
59696850,1
128941358,1
45044296,1
50600391,1
55260878,1
73927000,1
94712428,1
95181335,1
106818009,1
18476465,1
79401747,1
106733689,1
21616410,1
35553485,1
131179895,1
38266722,1
43402333,1
38048595,1
45739982,1
53167622,1
73115586,1
19171317,1
17974929,1
19185458,1
19785323,1
38158518,1
28676633,1
33812873,1
36837946,1
91477814,1
58037359,1
99900431,1
65310057,1
77614049,1
47040744,1
68864425,1
64713196,1
70538360,1
70795944,1
137240536,1
33874103,1
17252120,1
28612325,1
31264441,1
43899280,1
121731827,1
17697604,1
29648040,1
34491887,1
125836727,1
48962474,1
74847684,1
56585457,1
115244715,1
18042801,1
48211721,1
58077227,1
63481793,1
94332953,1
14401427,1
37069024,1
35893753,1
45915211,1
76411410,1
109423857,1
127861366,1
35680423,1
77172682,1
59113804,1
125639216,1
18083809,1
22571793,1
49260706,1
49825245,1
117016166,1
97856582,1
95920773,1
33557365,1
30672024,1
36790500,1
43589758,1
72541409,1
72040813,1
96628791,1
105683014,1
46318163,1
37069425,1
32901915,1
38400622,1
54416066,1
53092120,1
111317244,1
121778709,1
123954186,1
118331788,1
17540320,1
45392972,1
112382419,1
65407929,1
128419463,1
127975868,1
12322979,1
33174991,1
84482301,1
91524755,1
63481341,1
81913824,1
90426674,1
17587133,1
23454675,1
50596284,1
47261239,1
90939084,1
38548820,1
30294181,1
44048738,1
67763255,1
73290184,1
72522584,1
33342912,1
51172387,1
32739157,1
72382051,1
120514690,1
13805858,1
49451117,1
59473209,1
102259772,1
113418598,1
48219752,1
58757479,1
76174910,1
122112313,1
37817105,1
19616572,1
32557294,1
95799022,1
106805712,1
82300640,1
59076171,1
107148334,1
95655766,1
112804971,1
50325938,1
27469152,1
36442465,1
44902536,1
48330993,1
15350083,1
33148675,1
32063759,1
22999614,1
51863822,1
61568590,1
106896330,1
77400781,1
117568613,1
21006981,1
39189104,1
125840186,1
126664600,1
48362012,1
49747072,1
73127376,1
113848753,1
13383195,1
21790484,1
36036987,1
106046498,1
13378259,1
26740217,1
49690123,1
50796909,1
95539921,1
106096989,1
101767551,1
48388549,1
63108689,1
98841886,1
106668624,1
13111013,1
25287397,1
42656917,1
44087848,1
42402803,1
59193228,1
106407263,1
92624909,1
51919939,1
36117340,1
54401840,1
107309990,1
22633361,1
36185870,1
46691747,1
68188951,1
113677691,1
128227386,1
45416592,1
98811208,1
105519853,1
18938247,1
48555358,1
85259600,1
15671018,1
55567647,1
47302267,1
53974888,1
78477609,1
26273147,1
35639215,1
49685818,1
50241655,1
31868964,1
36168302,1
90176134,1
14610253,1
33187502,1
46039192,1
54784550,1
61778315,1
57224533,1
57913806,1
57828361,1
89714547,1
81100356,1
102386402,1
124732209,1
21902046,1
99385387,1
24273530,1
20211263,1
21501632,1
47045017,1
36122293,1
32147492,1
87687976,1
119613415,1
127301341,1
79021678,1
40106476,1
94710493,1
77602491,1
101068511,1
24234501,1
86200477,1
99796916,1
19725961,1
22580422,1
21432487,1
43334007,1
44653949,1
54399187,1
106186589,1
17279452,1
19984773,1
36577009,1
36502565,1
37867783,1
48120926,1
82091810,1
126661348,1
20599142,1
44937048,1
50681509,1
123484837,1
117883867,1
124110667,1
17982836,1
36921834,1
36278025,1
50356069,1
77108881,1
88930310,1
32777527,1
21733569,1
25671018,1
97504695,1
56772909,1
107460397,1
113059142,1
125610971,1
41298014,1
19787097,1
54432509,1
46010684,1
73670338,1
106400199,1
69690180,1
130884353,1
33401264,1
92315036,1
41515186,1
47279679,1
97661834,1
126348307,1
126896084,1
36547846,1
44406438,1
45052343,1
47550447,1
123658016,1
127593309,1
47188405,1
20143691,1
50336962,1
125846475,1
133132059,1
17903639,1
40024832,1
118733034,1
35141273,1
90663627,1
57228805,1
53665702,1
31686694,1
46470154,1
30019261,1
35399333,1
47875212,1
81221020,1
91450362,1
101900035,1
112985963,1
18896489,1
33962245,1
47419205,1
28199412,1
35948321,1
13708274,1
29696467,1
38169213,1
72562128,1
111099940,1
103761867,1
19582091,1
31868522,1
110556033,1
113456963,1
58737801,1
64448439,1
63399765,1
87431106,1
56166590,1
14050859,1
17603777,1
42720718,1
86241994,1
139731808,1
96772693,1
17993344,1
34139068,1
37429257,1
48015516,1
48376217,1
107617134,1
34654654,1
86417703,1
26533384,1
38269755,1
79797912,1
29880661,1
20839099,1
20451741,1
112770915,1
125502033,1
65367030,1
87156449,1
50455498,1
22290532,1
78927469,1
47147912,1
92106528,1
115610659,1
82127574,1
36207190,1
44311229,1
47044767,1
107009178,1
122004761,1
49512280,1
65246518,1
80638439,1
129049069,1
46055783,1
14026601,1
14553744,1
34575691,1
50138126,1
57688038,1
68769690,1
131091539,1
26954593,1
63805282,1
93029533,1
125615802,1
25268119,1
60153941,1
37975428,1
80615526,1
129153749,1
34989820,1
41841475,1
49343067,1
100040012,1
101165200,1
119600273,1
22377485,1
44996440,1
17286166,1
22926237,1
43130526,1
81439316,1
51447049,1
124929829,1
54203141,1
84418638,1
97349419,1
116825324,1
38965955,1
129048304,1
131302779,1
12995237,1
23239806,1
40563233,1
47968378,1
60286497,1
81424911,1
106091876,1
123182595,1
124183268,1
18765398,1
37436455,1
26985600,1
71958008,1
107200944,1
123756834,1
42168620,1
54150064,1
62261102,1
72781536,1
69230404,1
126278275,1
111966826,1
40949381,1
69996121,1
35122304,1
47252470,1
50358920,1
81197705,1
32325289,1
54265126,1
106853639,1
61803127,1
105659060,1
111558992,1
126588527,1
134791178,1
17808378,1
99931912,1
121760791,1
105428320,1
114303417,1
122555658,1
114401887,1
29100481,1
83936125,1
105030239,1
91925398,1
94136371,1
39614385,1
49991041,1
105575662,1
41511304,1
46860914,1
40996220,1
68710078,1
46012228,1
46893378,1
62529176,1
67944799,1
82903485,1
91656953,1
17771081,1
50617421,1
42274257,1
53792555,1
105752490,1
13409184,1
36553673,1
67258778,1
61375293,1
43840172,1
42237645,1
116231209,1
107242107,1
122286804,1
140121664,1
47002981,1
54368588,1
53049637,1
49808399,1
45460710,1
58221839,1
80316506,1
89917047,1
129776178,1
91483439,1
96070478,1
126624914,1
127356941,1
44475419,1
111040739,1
107472785,1
32514373,1
106964351,1
49697233,1
105036464,1
68807546,1
89387046,1
127582544,1
36886997,1
20070018,1
31962604,1
29430454,1
42925071,1
101849564,1
45235604,1
64136783,1
92135517,1
73021549,1
139149654,1
115601496,1
18278580,1
38481856,1
114753819,1
47374888,1
55818813,1
82521156,1
126198175,1
33531995,1
36200085,1
56291365,1
129957470,1
107389134,1
17173459,1
34785940,1
52668249,1
31571970,1
52780956,1
51168254,1
55428190,1
86831078,1
82287506,1
96623522,1
114819777,1
18377416,1
21276254,1
25242226,1
40918309,1
31721918,1
64023839,1
64886240,1
66382168,1
75374019,1
22414201,1
43421554,1
64307426,1
64507614,1
84333838,1
88081727,1
86908827,1
49841199,1
58251048,1
68701382,1
12068421,1
21895163,1
19069484,1
43367840,1
130504811,1
104241456,1
94543494,1
44075611,1
44291090,1
44511753,1
57597972,1
93784366,1
18269239,1
20987282,1
20853868,1
48116802,1
130303709,1
51224502,1
84345470,1
82416814,1
47614468,1
124724166,1
18558386,1
40817908,1
50671301,1
139343637,1
41332468,1
38365355,1
102599954,1
86637607,1
33936175,1
77091273,1
116298391,1
24542863,1
47615458,1
59016303,1
60822055,1
53694815,1
68892764,1
59468627,1
64181368,1
46927084,1
93111449,1
80598830,1
19519040,1
23412099,1
34769152,1
86455446,1
139809943,1
24671643,1
32177231,1
30888842,1
51469857,1
95023672,1
133339956,1
124816900,1
138451219,1
28541181,1
32031508,1
33341916,1
45567910,1
53476400,1
52111237,1
58204426,1
113181283,1
95779539,1
121291972,1
114825279,1
41131632,1
49303559,1
31709847,1
118694786,1
133783105,1
41623957,1
19375370,1
47907139,1
40874348,1
44002684,1
51953506,1
75210865,1
127294256,1
112377149,1
35597938,1
66073524,1
84885446,1
113825886,1
34012306,1
39872830,1
44356351,1
101651889,1
125412357,1
138875413,1
19222612,1
44251866,1
44005911,1
32676211,1
42568925,1
55558013,1
35245255,1
53951622,1
59669665,1
101167270,1
57052431,1
26763169,1
64597678,1
98507874,1
30037707,1
33461837,1
60547464,1
60658325,1
68892101,1
58095789,1
34209753,1
46670269,1
106224139,1
58993757,1
65053634,1
92803817,1
118880610,1
13382140,1
29810020,1
69427956,1
33889786,1
62268382,1
91059813,1
130899981,1
15119748,1
31894680,1
28359495,1
44753392,1
57638127,1
83031597,1
33103549,1
30437562,1
29654494,1
42918528,1
112307600,1
110129148,1
37915135,1
40282177,1
58290012,1
57722462,1
84829382,1
47651650,1
97084879,1
59337631,1
105769194,1
119886275,1
13987758,1
38940328,1
45665670,1
96574826,1
75918250,1
84209077,1
15586597,1
44833852,1
42895291,1
75854878,1
61860494,1
75526783,1
71476123,1
115567806,1
126693050,1
91454917,1
99669250,1
77868968,1
124294660,1
49503669,1
82819824,1
114610341,1
37996315,1
41738270,1
104609409,1
106358931,1
116381454,1
19821606,1
22772280,1
18851648,1
37042913,1
56792385,1
81883350,1
36684412,1
22288280,1
36547699,1
44748209,1
86273305,1
87336293,1
13609872,1
47554075,1
41838296,1
127719242,1
16563271,1
55806238,1
62753538,1
125445858,1
120726297,1
18353853,1
64587614,1
36205737,1
36076191,1
48913973,1
130863504,1
40167571,1
14258811,1
23689501,1
127158806,1
124970497,1
34543505,1
41623354,1
44023325,1
28206954,1
14704371,1
22472791,1
19800691,1
23427378,1
43092009,1
30897037,1
45045724,1
45080062,1
101630247,1
39934188,1
18326095,1
46802681,1
45269508,1
76384952,1
110742505,1
128288927,1
31128654,1
36550645,1
59997871,1
20721989,1
85990996,1
118408951,1
34443252,1
35995609,1
95580449,1
48433299,1
68619777,1
88022348,1
12755065,1
72354059,1
25493850,1
37073420,1
48240525,1
49522844,1
105790116,1
99051956,1
43608328,1
66666549,1
128633080,1
39864622,1
76787625,1
82650082,1
114448384,1
13049819,1
26371479,1
21493255,1
46751419,1
88281031,1
50736390,1
93255238,1
65397896,1
49141274,1
127638989,1
26050727,1
90722835,1
111223244,1
22445608,1
33466818,1
38339146,1
47646517,1
12931416,1
46298411,1
19108860,1
21866417,1
92785967,1
42106029,1
69061272,1
39011849,1
75465165,1
86721581,1
21509548,1
42613836,1
60673332,1
95064512,1
83022555,1
106068083,1
111321044,1
11919821,1
31550250,1
34012068,1
48693369,1
51139035,1
40869101,1
75867253,1
120901886,1
36063086,1
17831550,1
25438681,1
44414192,1
56771816,1
92862520,1
41528578,1
31412429,1
55780355,1
79764557,1
133496045,1
37096052,1
39202878,1
48364403,1
58126681,1
73570892,1
17225576,1
39782148,1
61324978,1
49639900,1
68681269,1
76277387,1
46619146,1
59999309,1
65026322,1
14969516,1
19557166,1
51854750,1
48230465,1
54741564,1
95159288,1
17330244,1
28846744,1
47362512,1
44261340,1
16077518,1
25246432,1
36768399,1
59730005,1
36139656,1
13862802,1
17561130,1
44760625,1
111616513,1
138904320,1
42208965,1
51712590,1
57626977,1
130560576,1
11889791,1
12967872,1
12798418,1
31739744,1
73310575,1
105897431,1
20647008,1
45648318,1
128229187,1
13244343,1
28505099,1
61325753,1
45852304,1
81794152,1
31249798,1
42609829,1
47269637,1
42120702,1
42684068,1
65036007,1
102022667,1
139803279,1
48082197,1
50340262,1
58064202,1
93668487,1
36665948,1
115602291,1
104574569,1
12689145,1
45340112,1
63615297,1
37953270,1
46391619,1
53776323,1
96826826,1
115974321,1
96418067,1
15441865,1
30880745,1
34622206,1
31773242,1
39075979,1
43665964,1
48663437,1
81870590,1
59229751,1
62140288,1
116196903,1
122281713,1
20542072,1
15128642,1
26798533,1
27908392,1
37608970,1
96344113,1
54356848,1
57600685,1
109003485,1
33077823,1
53416097,1
106972830,1
67589563,1
106116960,1
120084391,1
59595667,1
54014954,1
79070587,1
115715454,1
23871675,1
24674056,1
82940614,1
105777900,1
130962395,1
37612381,1
62460399,1
73832488,1
114144848,1
125729502,1
126869270,1
44782427,1
46705548,1
50152709,1
54867238,1
52727351,1
67353541,1
13422437,1
21348371,1
36585055,1
68776504,1
57795292,1
76380369,1
127150914,1
23924102,1
13955373,1
45025577,1
32913715,1
99878326,1
105935374,1
120777322,1
18689368,1
21330436,1
30309371,1
40212978,1
42787664,1
56791775,1
101212934,1
84316649,1
120679784,1
13685799,1
18281759,1
18421714,1
25065305,1
23503712,1
21865186,1
86064954,1
56472516,1
120122203,1
95363090,1
112379306,1
113238513,1
55640353,1
43985854,1
34126130,1
38788594,1
61147034,1
90347852,1
82661525,1
30848093,1
43860856,1
53988574,1
106802769,1
122164841,1
126467949,1
66002670,1
29861231,1
32362720,1
68928695,1
52168461,1
48129638,1
81652284,1
15742374,1
38988559,1
73026624,1
76062749,1
51281570,1
56260474,1
67555557,1
126914631,1
20126935,1
41184803,1
41211213,1
52515069,1
133766346,1
42359976,1
20736519,1
20641945,1
45888105,1
66912618,1
104268243,1
139326221,1
13703733,1
31305421,1
35397892,1
39972477,1
77595783,1
105311846,1
73300155,1
106576433,1
114868034,1
127025271,1
53397040,1
93267918,1
102007859,1
127217860,1
126039374,1
11796323,1
16621392,1
25678271,1
26535849,1
71854463,1
43116982,1
106351927,1
50647145,1
46428973,1
57128631,1
87584644,1
119068444,1
132636362,1
40960913,1
59612799,1
39705784,1
105579839,1
98153644,1
100221551,1
41425641,1
26112641,1
