customer_rk,group,usecase
106085473,2,freq
111197463,2,freq
59813156,2,freq
50774837,2,freq
115544495,2,freq
139617659,2,freq
41788769,2,freq
78835024,2,freq
58039559,2,freq
63713546,2,churn
122697678,2,freq
123485257,2,freq
125295782,2,churn
113344698,2,churn
71367178,2,churn
69000195,2,freq
144159777,2,churn
112458078,2,churn
114344060,2,freq
117186756,2,freq
143235074,2,freq
26945978,2,freq
27435587,2,freq
49965159,2,churn
115857738,2,freq
35424984,2,freq
93358810,2,churn
64931308,2,freq
56823418,2,churn
130192637,2,churn
54796832,2,freq
34437365,2,churn
68307231,2,freq
56161528,2,churn
120057942,2,freq
67568755,2,freq
27217650,2,freq
31978266,2,churn
46619679,2,churn
64157446,2,churn
120307622,2,freq
121638631,2,freq
42129742,2,freq
55889914,2,churn
57874332,2,freq
106022546,2,freq
97727227,2,churn
116195511,2,freq
71848888,2,churn
79582446,2,freq
63366319,2,freq
114709345,2,freq
13830886,2,churn
46272881,2,churn
77227818,2,freq
84827584,2,freq
91854555,2,freq
125386592,2,freq
91948367,2,churn
34398812,2,freq
58868145,2,freq
116666146,2,churn
127442710,2,freq
129179482,2,freq
20660945,2,freq
32719378,2,freq
36398617,2,freq
71743172,2,freq
106351392,2,freq
47465215,2,freq
62419572,2,freq
119001668,2,churn
130100257,2,churn
71755825,2,freq
74484687,2,freq
86417150,2,churn
56038173,2,freq
67440325,2,freq
92739461,2,freq
63189264,2,freq
129217304,2,freq
32157024,2,freq
34209800,2,freq
45766345,2,churn
64002088,2,freq
128924101,2,freq
16410279,2,churn
41816297,2,churn
127208451,2,freq
56662384,2,freq
61902273,2,freq
119748245,2,freq
19962518,2,freq
61737738,2,freq
51734168,2,freq
101924239,2,freq
128576382,2,freq
57954463,2,freq
107465690,2,freq
96933792,2,freq
62858586,2,freq
58148217,2,freq
99293844,2,freq
34054511,2,freq
111278815,2,churn
130708712,2,freq
16225932,2,churn
19599174,2,churn
35429585,2,freq
57026511,2,freq
92460104,2,freq
126592281,2,freq
132714932,2,churn
36550612,2,freq
53146060,2,freq
71086217,2,churn
146254986,2,churn
73095388,2,churn
96415508,2,freq
107084580,2,freq
113472189,2,freq
68901286,2,freq
51466824,2,freq
105354502,2,churn
124138117,2,freq
104598630,2,freq
126446607,2,churn
24215762,2,freq
95386987,2,freq
115723341,2,freq
124282957,2,freq
33076042,2,churn
64989284,2,churn
113727584,2,freq
136909389,2,churn
143860504,2,churn
11833758,2,freq
45716193,2,freq
100367959,2,churn
121250728,2,freq
127754626,2,freq
13561803,2,freq
85648586,2,freq
43775248,2,freq
113335624,2,freq
126732277,2,freq
22439479,2,freq
45289964,2,churn
111993042,2,freq
50928966,2,churn
65275643,2,freq
90090736,2,freq
129314444,2,churn
84069858,2,freq
24120165,2,churn
43988584,2,churn
86167542,2,freq
106884760,2,freq
118117194,2,freq
21454668,2,churn
42856279,2,freq
13112114,2,freq
141100447,2,freq
121355980,2,freq
132827195,2,freq
33156878,2,churn
13126721,2,freq
47624481,2,freq
104832588,2,freq
102572836,2,freq
112408889,2,churn
122222915,2,freq
127907537,2,churn
14836649,2,churn
46077138,2,churn
54435385,2,freq
13979920,2,freq
27482854,2,freq
126812351,2,churn
38781996,2,freq
43478382,2,freq
44988639,2,freq
63904252,2,freq
106800406,2,freq
113939403,2,freq
141561961,2,churn
25532760,2,freq
56325166,2,freq
131502609,2,freq
33081091,2,freq
33587714,2,freq
38531362,2,freq
106404952,2,freq
34141718,2,freq
31208693,2,freq
106730025,2,freq
105523103,2,freq
23683606,2,freq
37094611,2,freq
95036418,2,freq
46512256,2,freq
23161931,2,freq
45758669,2,freq
40239659,2,churn
63408719,2,freq
117917239,2,freq
43568009,2,freq
40969256,2,freq
49342558,2,freq
77233260,2,freq
90304241,2,freq
62990541,2,freq
85528728,2,freq
122292386,2,freq
142193084,2,churn
34985249,2,freq
67181081,2,churn
133595424,2,churn
20468889,2,freq
26663532,2,freq
126512171,2,freq
128076755,2,churn
133339236,2,freq
26072734,2,freq
79297696,2,churn
12246820,2,freq
52132855,2,freq
84606876,2,freq
45973512,2,freq
68055538,2,freq
97232738,2,freq
42064807,2,freq
38673915,2,freq
17255313,2,freq
60793273,2,freq
83814772,2,churn
19014832,2,freq
46994718,2,freq
111700191,2,freq
127954758,2,freq
22162283,2,freq
66886268,2,freq
89330925,2,freq
89169716,2,freq
26602162,2,freq
27904692,2,churn
111351956,2,freq
66154393,2,freq
56653548,2,churn
112469547,2,freq
81233820,2,churn
128265983,2,freq
35242517,2,churn
45931079,2,freq
102308092,2,freq
53523044,2,freq
43896863,2,freq
110280120,2,freq
45822881,2,freq
114723193,2,freq
93965600,2,freq
121911860,2,freq
25133952,2,freq
48865420,2,freq
63860553,2,churn
128035124,2,freq
16989191,2,churn
17052538,2,churn
31998230,2,freq
112548877,2,freq
83334889,2,churn
124103033,2,freq
73682081,2,freq
58602500,2,freq
123558774,2,freq
84131397,2,freq
129994361,2,churn
17304646,2,freq
47515557,2,freq
66732205,2,freq
98964569,2,freq
130035757,2,freq
90017873,2,churn
78343654,2,freq
43947343,2,freq
105978068,2,freq
123221216,2,churn
89543906,2,freq
101191406,2,churn
52987673,2,freq
117693046,2,freq
49816934,2,freq
133684945,2,churn
98481140,2,freq
52361219,2,freq
56879583,2,freq
42630226,2,churn
46008116,2,freq
90295293,2,churn
133781392,2,freq
139004223,2,churn
62582684,2,freq
115824564,2,freq
117479749,2,churn
118578081,2,freq
33660792,2,freq
74508200,2,freq
79678571,2,freq
44127681,2,churn
56676160,2,churn
81593556,2,freq
100736856,2,freq
67779539,2,freq
106650931,2,freq
104579090,2,freq
38365941,2,freq
49411942,2,freq
87408115,2,freq
16394275,2,freq
21304498,2,freq
54398926,2,churn
72149607,2,freq
105019162,2,churn
118577690,2,churn
110103025,2,churn
11679221,2,freq
86539321,2,freq
38914318,2,churn
46179613,2,freq
62257915,2,freq
76322983,2,freq
106877241,2,freq
81670855,2,freq
123953695,2,churn
20127931,2,churn
77604446,2,freq
101092789,2,freq
122368323,2,freq
54716197,2,churn
85265464,2,freq
79572430,2,freq
106053883,2,freq
105087618,2,churn
37124105,2,freq
59707926,2,freq
52420883,2,freq
111898674,2,freq
13517890,2,freq
29415271,2,freq
38920312,2,freq
54702553,2,freq
75473583,2,freq
70867883,2,churn
105569939,2,freq
123268019,2,churn
124177305,2,freq
136250287,2,churn
106051387,2,freq
22472735,2,churn
83078515,2,churn
59462531,2,churn
56312470,2,freq
137130507,2,freq
141745804,2,freq
38174581,2,freq
48743569,2,freq
65374574,2,freq
65486471,2,freq
115005519,2,freq
106352626,2,freq
117633218,2,freq
125379846,2,freq
127067472,2,churn
37014635,2,churn
87186267,2,freq
44269247,2,freq
57743879,2,churn
107080702,2,freq
44994036,2,churn
95581439,2,freq
37164870,2,freq
72162424,2,churn
106052401,2,churn
47295424,2,churn
50580985,2,freq
56091565,2,churn
94973666,2,freq
128129880,2,churn
44824968,2,freq
46126015,2,churn
73660911,2,freq
144146712,2,churn
19379178,2,freq
54648947,2,freq
117909427,2,freq
35776608,2,freq
71300699,2,freq
83053033,2,freq
130722279,2,churn
121260059,2,freq
31331693,2,churn
29440470,2,freq
95208831,2,freq
33810349,2,freq
113079566,2,churn
115313947,2,churn
18058304,2,freq
54218440,2,freq
119131618,2,freq
64576587,2,freq
115989895,2,churn
62162090,2,freq
51170238,2,freq
107904957,2,freq
121575018,2,freq
88767309,2,freq
37428563,2,freq
60068332,2,churn
93310371,2,freq
145899850,2,freq
36561468,2,freq
35535399,2,freq
105617444,2,churn
21570691,2,freq
77153805,2,churn
91216726,2,freq
113218650,2,freq
45654172,2,freq
55594671,2,freq
131186187,2,freq
130585912,2,churn
143954409,2,churn
21780468,2,freq
34696236,2,freq
28945920,2,freq
100473533,2,churn
114549659,2,freq
109201089,2,freq
108143461,2,freq
63766121,2,freq
66103022,2,freq
118688089,2,churn
122237070,2,churn
127200747,2,freq
38180149,2,freq
42867657,2,freq
60988714,2,churn
98127753,2,freq
119215834,2,freq
139257685,2,freq
16923216,2,freq
62667865,2,freq
83848372,2,freq
139406131,2,churn
40096270,2,churn
33659402,2,freq
85425912,2,freq
64090186,2,churn
85982054,2,freq
90840592,2,churn
90257493,2,freq
116080869,2,freq
130383366,2,freq
44539346,2,freq
57043768,2,freq
44544113,2,freq
51431731,2,churn
82443636,2,churn
106634747,2,freq
106093825,2,freq
15851983,2,freq
86312916,2,freq
62579329,2,freq
31774635,2,freq
36859139,2,freq
68687828,2,freq
57423215,2,freq
60702052,2,churn
90547014,2,freq
118627155,2,churn
133730413,2,freq
20426696,2,freq
121980508,2,churn
116505364,2,freq
130361653,2,freq
18878667,2,freq
89721567,2,freq
122818788,2,freq
124509114,2,churn
113058420,2,freq
32553477,2,freq
127807766,2,freq
59996126,2,freq
54655308,2,freq
44853690,2,churn
43854711,2,freq
129453588,2,freq
58682221,2,churn
64220035,2,freq
105312835,2,churn
33081643,2,freq
105733905,2,freq
100844398,2,freq
51465782,2,freq
47376080,2,churn
38236878,2,freq
63111232,2,freq
106585888,2,freq
98115247,2,churn
109261926,2,freq
120583993,2,churn
14120865,2,freq
39374969,2,freq
35536052,2,freq
69718847,2,freq
17318172,2,churn
55632644,2,freq
34809642,2,freq
51505963,2,freq
79629825,2,freq
68535797,2,freq
122111906,2,freq
48599192,2,freq
51680038,2,churn
60514599,2,freq
85229548,2,freq
115986845,2,churn
130723289,2,freq
24950639,2,churn
39385296,2,freq
37069573,2,freq
38685835,2,churn
53315738,2,freq
66545591,2,freq
23201340,2,churn
26122884,2,freq
37244973,2,churn
42945457,2,churn
25784102,2,freq
130763873,2,freq
132461082,2,churn
111195983,2,freq
83808068,2,freq
117125928,2,churn
48792569,2,freq
92206545,2,freq
112271528,2,churn
112403096,2,churn
131169518,2,churn
78131191,2,freq
39935684,2,freq
94926056,2,freq
119071440,2,freq
24557712,2,freq
31851175,2,freq
37291843,2,freq
43002449,2,freq
49367934,2,churn
55873250,2,freq
77684769,2,churn
113483634,2,churn
67472212,2,churn
73561936,2,freq
127846077,2,freq
29274316,2,freq
46141530,2,churn
44952595,2,freq
54256262,2,freq
68842112,2,freq
15550319,2,freq
17994652,2,churn
56251949,2,freq
24373981,2,freq
37569532,2,freq
35920435,2,freq
19443259,2,freq
43130647,2,freq
60974498,2,churn
111921150,2,freq
72781105,2,freq
93882929,2,freq
87801537,2,freq
66899780,2,freq
140133138,2,freq
117307728,2,freq
123349879,2,freq
128010601,2,churn
105244026,2,freq
114171264,2,freq
33019515,2,freq
46818854,2,freq
107001029,2,freq
98709645,2,freq
123365306,2,freq
41045363,2,freq
54349646,2,freq
36832309,2,freq
41001174,2,freq
40950843,2,freq
81985842,2,freq
20539058,2,churn
74014875,2,freq
93797207,2,freq
105474582,2,freq
127021800,2,freq
48656705,2,churn
78664685,2,freq
115519202,2,freq
132960169,2,churn
17381989,2,freq
42509539,2,freq
93649268,2,churn
38526450,2,freq
59785035,2,freq
125204089,2,freq
126927623,2,freq
69055095,2,freq
98151270,2,freq
114800981,2,freq
123675494,2,freq
34883630,2,churn
38321879,2,churn
22340538,2,freq
18736392,2,freq
22378627,2,freq
28479034,2,freq
45188495,2,freq
55848045,2,freq
109382716,2,freq
39575135,2,freq
43365382,2,freq
49735638,2,freq
57010670,2,freq
39847967,2,churn
58368840,2,churn
130702502,2,freq
121644941,2,churn
46169872,2,freq
115416068,2,churn
126881398,2,churn
16998786,2,freq
32886590,2,churn
34523179,2,freq
43329725,2,churn
48903424,2,churn
113608072,2,churn
79144441,2,churn
116857461,2,freq
122113066,2,churn
11437345,2,freq
122310851,2,freq
21260579,2,freq
57853097,2,freq
117728988,2,churn
98190562,2,churn
33525591,2,churn
118429568,2,freq
132406468,2,churn
59686974,2,freq
53842844,2,churn
85128489,2,churn
33782394,2,churn
90047877,2,freq
62033074,2,freq
126224118,2,freq
112801642,2,freq
48951537,2,freq
48289437,2,freq
104730831,2,freq
37134716,2,freq
77118145,2,freq
125189697,2,churn
44291065,2,freq
87431797,2,churn
106094857,2,freq
119376039,2,freq
128110016,2,churn
131039238,2,freq
16132112,2,freq
137810929,2,freq
49517506,2,freq
22910996,2,churn
91643895,2,churn
16515621,2,churn
16251488,2,freq
17682564,2,freq
25123864,2,churn
44106905,2,churn
48582490,2,freq
94832207,2,freq
70837054,2,churn
119859164,2,freq
82818785,2,freq
132557894,2,freq
17896653,2,freq
36618916,2,freq
56292477,2,churn
44502435,2,freq
43388608,2,freq
106053787,2,freq
122960310,2,churn
21073756,2,freq
115233020,2,churn
47037356,2,freq
37813831,2,freq
82833327,2,freq
113534797,2,freq
133610167,2,churn
89325475,2,freq
106398266,2,churn
139791715,2,freq
50623313,2,freq
81222213,2,churn
39599898,2,freq
35152334,2,freq
71001547,2,freq
119217050,2,freq
49868663,2,churn
53925860,2,freq
95170149,2,freq
123630116,2,churn
139922722,2,freq
24547910,2,freq
62507059,2,churn
131105732,2,churn
75941644,2,freq
47417534,2,freq
90314627,2,freq
43846281,2,freq
131623011,2,churn
107070744,2,freq
120198902,2,freq
21645986,2,freq
49390232,2,freq
43651686,2,freq
80526422,2,freq
92289414,2,freq
128594665,2,freq
106157702,2,freq
64480532,2,churn
106519324,2,freq
126447700,2,freq
107945267,2,freq
122694440,2,freq
23201201,2,freq
60938937,2,freq
49190594,2,freq
73621493,2,freq
121711101,2,freq
123554582,2,churn
137792046,2,churn
18116428,2,freq
24382548,2,freq
71675443,2,churn
44074189,2,freq
106198176,2,freq
120859376,2,freq
76685921,2,freq
98672006,2,churn
75964547,2,freq
15479615,2,freq
36797273,2,churn
49361392,2,freq
111473774,2,churn
125637002,2,freq
38946895,2,freq
45755731,2,freq
45413247,2,freq
126832731,2,freq
123609877,2,freq
13223221,2,freq
36253405,2,churn
79949792,2,freq
126291679,2,churn
45468732,2,freq
103857469,2,churn
129495976,2,churn
45690973,2,freq
144206424,2,churn
31157961,2,freq
41133124,2,freq
61342450,2,freq
50492624,2,freq
119415990,2,freq
50132689,2,freq
69820228,2,freq
102313951,2,freq
31646494,2,freq
45727367,2,freq
45374536,2,churn
59252927,2,freq
119963488,2,churn
115892506,2,freq
139702057,2,churn
14021271,2,freq
53915070,2,freq
50297653,2,freq
51636431,2,churn
57314828,2,freq
117507805,2,freq
105238498,2,freq
108666953,2,freq
119759046,2,freq
122694822,2,churn
125972536,2,freq
23574830,2,freq
69070247,2,freq
76712079,2,freq
112147223,2,freq
27996267,2,freq
36977371,2,freq
101132851,2,freq
117730795,2,freq
45204642,2,churn
47157255,2,freq
71290628,2,freq
119446109,2,churn
20615082,2,churn
50770441,2,freq
48439603,2,freq
47465832,2,freq
53060874,2,freq
65639745,2,freq
14897187,2,freq
25579047,2,freq
66638342,2,freq
44929457,2,freq
83148163,2,freq
97343514,2,freq
132212968,2,freq
116282033,2,churn
121759505,2,freq
41009965,2,freq
102396702,2,freq
141281136,2,churn
98327997,2,churn
121989489,2,churn
122364911,2,churn
126896615,2,freq
36543883,2,freq
89826320,2,freq
34779121,2,freq
139185233,2,freq
23091076,2,freq
18944752,2,freq
50260385,2,freq
76716228,2,churn
57341703,2,freq
