plu_code,hive_dataflow_dttm,dataflow_id,dataflow_dttm,plu_rk,plu_cmh_rk,plu_cmh_id,plu_nm,plu_type_dk,control_category_dk,control_category_desc,plu_hierarchy_lvl_1_dk,plu_hierarchy_lvl_1_desc,plu_hierarchy_lvl_2_dk,plu_hierarchy_lvl_2_desc,plu_hierarchy_lvl_3_dk,plu_hierarchy_lvl_3_desc,plu_hierarchy_lvl_4_dk,plu_hierarchy_lvl_4_desc,financial_group_dk,financial_group_desc,plu_own_production_flg,plu_hierarchy_lvl4_acrm_id,synthetic_catalog_acrm_id,synthetic_catalog_nm,synthetic_catalog_code,segment_prod_nm,segment_prod_code,syntethic_category_id,price_range_dk,price_range_desc,plu_brand_code,plu_brand_hierarchy_lvl_nm,uom_code,plu_netto_weight_amt,plu_brutto_weight_amt,weight_uom_code,plu_height_amt,plu_width_amt,plu_depth_amt,best_before_day_cnt,plu_tare_type_dk,plu_tare_type_desc,plu_stm_flg,plu_tender_flg,plu_socially_significant_flg,price_segment_dk,price_segment_desc,abc_segment_dk,abc_segment_desc,vat_rate_amt,plu_origin_country_dk,plu_vendor_dk,plu_vendor_nm,alco_flg,cost,qty
3227662,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,c8d8c6a6c8586dacc1911edb3f24a1eb,a01e1458ea1e998ece26b6baa6e7d30f,10371,СИГАРЕТЫ WINSTON XS SILVER,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,4701,WINSTON,ST,0.030,0.030,кг,10.000000000000000000,5.500000000000000000,1.000000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000169,Дж.Т.И.,0,179.526964,690281.000
3245334,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,53817c2c2624332829934bfe2ef98aad,e5a070cb76e7c75325dab9af17c711d4,11175,СИГАРЕТЫ NEXT VIOLET,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3174,NEXT,ST,0.025,0.025,кг,10.000000000000000000,4.000000000000000000,1.600000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,126.435631,854360.000
3679567,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,c60168d76bac09325ed7912aff78faa9,557cebcfd0a32102bf44f9452e02ec47,780078,СИГАРЕТЫ KENT НАНО МИКС АМБЕР С ФИЛ.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.035,0.035,кг,8.500000000000000000,1.400000000000000000,5.680000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,169.348199,583.000
3996065,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,3b4c38b5a47cd9ec5524f079481bf2f5,4917d5d2bafe63ea37e7f72b8be513df,824426,СИГАРЕТЫ CONTINENT SUPERSLIMS ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,1032,CONTINENT,ST,0.018,0.038,кг,10.200000000000000000,5.600000000000000000,0.900000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,141.152617,24418.000
3622900,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,a247f5a92eaef4938350de7df128a7d3,0d9cc3b82e5c5e8d8f7a0276df131f57,722865,СИГАРЕТЫ ROTHMANS АЭРО БЛЮ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3752,ROTHMANS,ST,0.030,0.030,кг,8.500000000000000000,4.700000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,148.723515,103352.000
3657225,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,37ddbd306727977e8f477b09b7bbec1d,2831d67ec9849077c21fbcff4f4c6694,769952,СИГАРЕТЫ KENT Д-МИКС ПЛЮС,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.035,0.035,кг,9.500000000000000000,2.000000000000000000,4.840000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,129.900901,111.000
4097486,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,70d034c68a9e444dd6869cd4f508e8c5,def620f14c96e47cb1852fb48e236a33,1045260,СИГАРЕТЫ ROTHMANS ROYALS DEMI VOLT,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,89818,сигареты/ROTHMANS/ ST,3752,ROTHMANS,ST,0.030,0.030,кг,9.000000000000000000,5.000000000000000000,1.800000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,115.920169,181984.000
3657182,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,b6fbef15f0872b7503daca77c012be76,db2dd77765390a9e0e58e24b47f0c8ba,779449,СИГАРЕТЫ KENT БЛЮ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.035,0.035,кг,8.500000000000000000,5.600000000000000000,2.200000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000171,Бритиш Американ Табак,0,191.429510,370799.000
3611114,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,84802a291edc30deef25faa92b6c4901,011016faa24033f907a02d6fc3398c9f,694543,СИГАРЕТЫ WINSTON COMPACT PLUS IMPUL.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,4701,WINSTON,ST,0.022,0.022,кг,8.600000000000000000,5.020000000000000000,2.020000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000169,Дж.Т.И.,0,145.220245,386008.000
3278591,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,99046e9911924d1b36dd4983abbe7ad7,304513fd0d3eb7722041ff1d2b146228,7148,СИГАРЕТЫ EVE PREMIUM SLIMS,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,1480,EVE (ФИЛИП МОРРИС),ST,0.030,0.030,кг,10.200000000000000000,5.300000000000000000,2.100000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000170,Филип Моррис,0,152.444444,63.000
3332407,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,7da97bb0a2a0aa1d73579a4c9a725dd3,5820fb4a321d1cd3e2d7de02cfdd2a89,10384,СИГАРЕТЫ GLAMOUR MENTHOL,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,1822,GLAMOUR (ПЬЕР КАРДЕН),ST,0.030,0.030,кг,2.000000000000000000,5.000000000000000000,8.600000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000169,Дж.Т.И.,0,139.462151,251.000
3995407,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,c515d2c59af57740dce130b3b69bac48,5d12782ec10d7a5fe12a07471c4b3854,828970,СИГАРЕТЫ ПЕТР I КОМП.ОСОБ.РЕЗ.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,7384,ПЕТР I,ST,0.020,0.022,кг,8.500000000000000000,5.200000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,108.000000,7.000
3201664,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,2c3ebd2a831c1e0acac6acddcc0dfbbf,e8ab469d5411a63ec32b45847d54b199,8519,СИГАРЕТЫ ЯВА ЗОЛОТАЯ КЛАССИЧЕСКАЯ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,8885,ЯВА,ST,0.030,0.030,кг,8.500000000000000000,5.600000000000000000,2.200000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,137.871674,367148.000
3609614,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,13af4facb5517f105dc2adc260f2fb64,7519637b33b9e2409859fa7f011cbcf0,685506,СИГАРЕТЫ ПЕТР I ОСОБЫЕ ЧЕРНЫЕ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,7384,ПЕТР I,ST,0.025,0.025,кг,8.850000000000000000,5.600000000000000000,2.350000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,133.117023,300619.000
1494,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,773d6d1ef34880beb14597f866a228f7,8b530f3be0408600485efec06f06a9cd,11468,СИГАРЕТЫ CAMEL 1П.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,0785,CAMEL,ST,0.080,0.080,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000169,Дж.Т.И.,0,143.695652,23.000
3454112,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,ae946de21c5ce578586306653769f5c9,ff0a54e74ceeadf92a0965dad6a2ee82,259686,СИГАРЕТЫ ЯВА БЕЛОЕ ЗОЛОТО ОРИГИНАЛ.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,8885,ЯВА,ST,0.024,0.024,кг,8.500000000000000000,2.200000000000000000,5.600000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,134.871099,304662.000
3610765,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,224cfbe6b7226292126d1d1f14c730bc,299852b8218ea19cebd5cc95bf1f7cb0,694542,СИГАРЕТЫ NEXT MENTHOL ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3174,NEXT,ST,0.009,0.016,кг,10.000000000000000000,4.000000000000000000,1.600000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,132.000000,1.000
4009146,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,3c1287f39188c11d61c91b9c0f120ba7,60b8120bb01077c45393a8da8188f5ab,886180,СИГАРЕТЫ SENATOR SUPREME NANO POWER,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,119888,сигареты/SENATOR/ ST,3925,SENATOR,ST,0.026,0.030,кг,8.600000000000000000,5.700000000000000000,1.300000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,179.311416,1384.000
4066695,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,77e50e27711036928d73c006c490784b,2ce646e0467b9edf92b54edaba49111d,963005,СИГАРЕТЫ LD AUTOGRAPH 100'S RED ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2580,LD,ST,0.022,0.022,кг,10.500000000000000000,5.000000000000000000,1.900000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,127.372610,180566.000
3197020,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,a2155e39c668df4a53632b84d7238f49,4a6ff42b6f6ee91b0599ba120573c08e,8508,СИГАРЕТЫ ДОНСКОЙ ТАБАК СВЕТЛЫЙ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,5924,ДОНСКОЙ ТАБАК,ST,0.027,0.027,кг,8.700000000000000000,5.600000000000000000,2.200000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,129.948231,480140.000
4086612,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,e6513f7b2e95aa079bc21217aef823d9,167832afec03cd2985ce77e1269ea023,1008192,СИГАРЕТЫ CAMEL COMPACT ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,30038,сигареты/CAMEL/20 ST,0785,CAMEL,ST,0.021,0.030,кг,8.600000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,1,НЦС,3,30,20,RU,41000169,Дж.Т.И.,0,131.888824,1978878.000
3026151,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,7fd1f738a9990af65df1f719926dd895,978ac2abe49e37990e968d6cdd975fa0,10725,СИГАРЕТЫ CHESTERFIELD RED,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,9573,CHESTERFIELD,ST,0.020,0.020,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000170,Филип Моррис,0,143.785714,70.000
3423919,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,344f55b21e840c06243a613a401ca7a4,ce7aaf718ad7fc433d22c466c19170df,7234,Сигареты ESSE SUPER SLIM SPEC.GOLD,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,1451,ESSE,ST,0.024,0.050,кг,8.800000000000000000,5.500000000000000000,1.500000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41001084,Аверс Плюс,0,175.994405,60725.000
3638057,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,250971a5c27e827a5b40de211ab2fb53,17d88c61d51479586b03d3c41c8b90f4,760814,СИГАРЕТЫ KENT КРИЭЙТ ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.035,0.040,кг,9.300000000000000000,4.700000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000171,Бритиш Американ Табак,0,115.000000,4.000
3657191,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,f885cd28669689c39c3bab8b3a732e32,4e1723064b7f95d1cb3ce5477fdc099b,769512,СИГАРЕТЫ KENT СВИТЧ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.035,0.035,кг,8.500000000000000000,7.200000000000000000,5.600000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000171,Бритиш Американ Табак,0,189.311912,18930.000
3201662,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,8f235dda0e9773823bc0d3941bea2b7b,623387c87eee72ddcac81555018645ad,8517,СИГАРЕТЫ ЯВА ЗОЛОТАЯ ОРИГИНАЛЬНАЯ,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,8885,ЯВА,ST,0.030,0.030,кг,8.500000000000000000,2.200000000000000000,5.600000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,136.434494,82067.000
3205480,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,0476e624aa9a8a17f746d8b19cd5ffb8,8999d95b44d4dbce045e10aa8d088293,8860,СИГАРЕТЫ GLAMOUR LILAC,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,1822,GLAMOUR (ПЬЕР КАРДЕН),ST,0.020,0.020,кг,10.000000000000000000,5.500000000000000000,1.000000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000169,Дж.Т.И.,0,148.200149,1339.000
3026155,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,fb242d97cd4b8dfd9120cccb00144e15,c8c078a7af9f1474162fee8166f443ed,10726,СИГАРЕТЫ CHESTERFIELD BLUE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,9573,CHESTERFIELD,ST,0.020,0.020,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000170,Филип Моррис,0,128.847735,365544.000
3268367,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,5aebed0e21f3a21800a93cd20fe70145,b8b09b26fbf9bf9fda955bafaffc9b7e,11569,СИГАРЕТЫ PALL MALL БЛЮ 1П.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3347,PALL MALL,ST,0.025,0.025,кг,8.800000000000000000,5.500000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000171,Бритиш Американ Табак,0,117.240000,175.000
3332042,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,20386102b661078d16507e697c35d5ba,b71f82bf924749cdea82431f976d2a0f,10024,СИГАРЕТЫ ТРОЙКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,8371,ТРОЙКА,ST,0.030,0.030,кг,8.600000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000169,Дж.Т.И.,0,132.465879,511871.000
3477132,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,ffd08e9cd5394e066240fca7a879181a,d4f8b870b1503dbeb583c77ee5915ae1,295720,СИГАРЕТЫ KISS MENTHOL,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2411,KISS,ST,0.018,0.018,кг,10.200000000000000000,5.600000000000000000,0.900000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000169,Дж.Т.И.,0,147.581098,267744.000
3184711,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,423286eeb46b34a344284401f5f7fc6a,eda56f9eb0e650a9168ca9edc938fac2,7750,СИГАРЕТЫ KENT HD INFINA 1П.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,2382,KENT,ST,0.030,0.030,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,3,ВЦС,3,30,20,RU,41000171,Бритиш Американ Табак,0,135.735099,151.000
3397816,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,b72a19e8931b3ee1fab80cd01356e91c,4b78d7a71a102cb30d7f07200bc01898,6027,СИГАРЕТЫ BOND STREET SILVER SELECT.1ПАЧ.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,0663,BOND,ST,0.020,0.020,кг,9.000000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,114.102564,39.000
3945042,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,8dfb1b2ef35913f9ade8d0be6caaf051,b9c77527f1cd800c8aba4c17aa780467,813115,СИГАРЕТЫ PHILIP MORRIS COMP.СОЛН.,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,R07P,PHILIP MORRIS,ST,0.025,0.030,кг,8.500000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,RU,41000170,Филип Моррис,0,125.604583,326030.000
3603938,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,43d4f4360d428e69378b093e6e328e99,58d83daf002fefdb08d36b93d80329d0,676146,СИГАРЕТЫ CAMEL BLUE COMPACT ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,0785,CAMEL,ST,0.018,0.028,кг,8.700000000000000000,5.600000000000000000,2.300000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000169,Дж.Т.И.,0,112.388889,18.000
3686121,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,e656d40969bbf2c74cc5bb4c7cff2af8,576f9e4f8c318b14e13e17770bade662,815785,СИГАРЕТЫ CHAPMAN РЭД ПАЧКА,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,0000,БЕЗ БРЕНДА,ST,0.015,0.020,кг,10.100000000000000000,5.600000000000000000,1.200000000000000000,730,32,Пачка,0,0,0,2,СЦС,3,30,20,DE,41106748,Меотида,0,169.411765,17.000
3940663,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,58003a5e3adcac8dc8970e29528723d0,fe36cbda12e67e887a9a141c9723c884,812668,СИГАРЕТЫ PARLIAMENT VOYAGE,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3374,PARLIAMENT,ST,0.020,0.021,кг,8.500000000000000000,5.000000000000000000,2.000000000000000000,730,32,Пачка,0,0,0,1,НЦС,3,30,20,RU,41000170,Филип Моррис,0,160.773067,401.000
55205,2022-01-24 08:24:48.792,26655,2022-01-24 08:10:24.000,f7d22a52296b8b03bfbf6467b9256697,b0be8498374c22c3974357d827bfb724,8066,СИГАРЕТЫ PARLIAMENT SUPER SLIMS,ZNFO,DR,Напитки,FD0000000,FOOD,FD1000000,Табачные изделия и аксессуары (Food),FD1001000,Табачные изделия и аксессуары,FD1001001,"Сигареты, папиросы",D4,ФК_Табак,0,592,161,Табак,104,Табак,TC5_104_270220,104,0,,3374,PARLIAMENT,ST,0.050,0.050,кг,10.000000000000000000,5.500000000000000000,1.100000000000000000,730,32,Пачка,0,0,0,5,PREMIUM,3,30,20,RU,41000170,Филип Моррис,0,220.680170,22469.000
